"";"x";"y";"count";"LogSoilmean"
"1661000";-59,175;2,20555555666667;3;-0,856924759713306
"1661003";-59,125;2,20555555666667;1;1,38330862381161
"1661378";-52,875;2,20555555666667;11;0,0478550878002412
"1663516";-73,7916666666667;2,18888889;1;-0,837014750260428
"1663520";-73,725;2,18888889;1;-0,846872639932811
"1664393";-59,175;2,18888889;4;-0,22752204676591
"1664787";-52,6083333333333;2,18888889;2;-0,296904893568325
"1666903";-73,8916666666667;2,17222222333333;1;0,221326986686456
"1666909";-73,7916666666667;2,17222222333333;1;-0,837014750260428
"1667065";-71,1916666666667;2,17222222333333;3;-0,316558643657061
"1667360";-66,275;2,17222222333333;3;-0,543795581959913
"1667402";-65,575;2,17222222333333;3;-1,09615342764948
"1667403";-65,5583333333333;2,17222222333333;5;-0,490481627153371
"1667781";-59,2583333333333;2,17222222333333;4;-0,473768214626977
"1667809";-58,7916666666667;2,17222222333333;2;0,386147893231177
"1670264";-74,425;2,15555555666667;1;-1,36906669081389
"1670459";-71,175;2,15555555666667;4;-0,935805477172609
"1670635";-68,2416666666667;2,15555555666667;2;-0,92776289624725
"1670636";-68,225;2,15555555666667;2;-1,15011261046837
"1673853";-71,1583333333333;2,13888889;10;-1,02008193078767
"1674145";-66,2916666666667;2,13888889;1;-1,76099009674485
"1674312";-63,5083333333333;2,13888889;1;0,386147893231177
"1674750";-56,2083333333333;2,13888889;3;-0,136883434916931
"1674947";-52,925;2,13888889;4;0,17981224581279
"1678338";-52,9583333333333;2,12222222333333;2;1,3724544553548
"1678340";-52,925;2,12222222333333;2;0,333720391818562
"1678343";-52,875;2,12222222333333;1;-0,932422237834673
"1680818";-68,175;2,10555555666667;2;-1,16273981238714
"1683861";-74,0083333333333;2,08888889;1;-0,0246071323743014
"1684320";-66,3583333333333;2,08888889;1;-1,0101742884752
"1684746";-59,2583333333333;2,08888889;7;-0,438472163089032
"1684748";-59,225;2,08888889;1;-0,846872639932811
"1688138";-59,275;2,07222222333333;2;-0,41353235622354
"1691042";-67,425;2,05555555666667;1;-0,769551078621726
"1691387";-61,675;2,05555555666667;1;0,562292863861551
"1691513";-59,575;2,05555555666667;1;-0,313904299290767
"1694516";-66,075;2,03888889;1;-1,36906669081389
"1697831";-67,375;2,02222222333333;1;-0,0809219165191144
"1697966";-65,125;2,02222222333333;2;0,00592364718852292
"1698185";-61,475;2,02222222333333;1;0,51028096609208
"1698186";-61,4583333333333;2,02222222333333;1;0,51028096609208
"1701239";-67,125;2,00555555666667;2;0,278431158893414
"1701450";-63,6083333333333;2,00555555666667;1;0,386147893231177
"1701476";-63,175;2,00555555666667;8;-0,67565181157627
"1701700";-59,4416666666667;2,00555555666667;1;-0,851336377953409
"1702031";-53,925;2,00555555666667;2;0,168325134810358
"1704296";-72,725;1,98888889;2;-0,898620207872752
"1704642";-66,9583333333333;1,98888889;1;-1,45461002509645
"1707602";-74,175;1,97222222333333;1;-0,837014750260428
"1707692";-72,675;1,97222222333333;3;-0,474974580325266
"1708030";-67,0416666666667;1,97222222333333;3;-0,990976953717123
"1708034";-66,975;1,97222222333333;7;-0,60924303015163
"1708038";-66,9083333333333;1,97222222333333;1;-0,925030418592675
"1708147";-65,0916666666667;1,97222222333333;2;-1,21126626999847
"1708504";-59,1416666666667;1,97222222333333;2;-0,878702359641435
"1711454";-66,525;1,95555555666667;1;0,0810620292722578
"1714814";-67,075;1,93888889;1;-1,36906669081389
"1714815";-67,0583333333333;1,93888889;2;-0,996743973382908
"1714816";-67,0416666666667;1,93888889;10;-0,901595137872108
"1714817";-67,025;1,93888889;2;-0,887750703897839
"1718207";-67,075;1,92222222333333;4;-0,666236603326763
"1718208";-67,0583333333333;1,92222222333333;10;-0,741893255928705
"1718209";-67,0416666666667;1,92222222333333;20;-0,710322691663432
"1718267";-66,075;1,92222222333333;1;0,51028096609208
"1721183";-74,025;1,90555555666667;2;-0,0246071323743014
"1721279";-72,425;1,90555555666667;4;-0,86633159314006
"1721598";-67,1083333333333;1,90555555666667;1;-0,759276889404427
"1721599";-67,0916666666667;1,90555555666667;1;-0,707147287903577
"1724477";-75,675;1,88888889;1;-0,41067747423808
"1724996";-67,025;1,88888889;3;-1,58973222319934
"1725023";-66,575;1,88888889;1;-0,790112062527776
"1725063";-65,9083333333333;1,88888889;1;-0,925030418592675
"1725417";-60,0083333333333;1,88888889;1;-0,420216394240148
"1728965";-57,425;1,87222222333333;1;-0,537601994613208
"1731263";-75,675;1,85555555666667;1;0,230865070768871
"1731375";-73,8083333333333;1,85555555666667;1;-0,90606834132946
"1731781";-67,0416666666667;1,85555555666667;3;-1,0282777494646
"1735174";-67,0416666666667;1,83888889;1;-1,14656168234199
"1735182";-66,9083333333333;1,83888889;4;-1,19425268165497
"1735191";-66,7583333333333;1,83888889;1;-0,924165029842268
"1735199";-66,625;1,83888889;3;-1,14688626391618
"1735652";-59,075;1,83888889;6;0,24406948751465
"1735671";-58,7583333333333;1,83888889;2;-0,284385383821556
"1735746";-57,5083333333333;1,83888889;2;-0,862711718237232
"1738646";-65,725;1,82222222333333;7;-0,541864833900604
"1738910";-61,325;1,82222222333333;1;-0,602059991327962
"1739069";-58,675;1,82222222333333;3;0,51028096609208
"1739177";-56,875;1,82222222333333;1;-0,795880028201437
"1739279";-55,175;1,82222222333333;1;0,639486499627904
"1741619";-72,725;1,80555555666667;1;-0,924165029842268
"1742459";-58,725;1,80555555666667;1;0,48917378971501
"1744864";-75,1916666666667;1,78888889;2;-1,04126383512371
"1745852";-58,725;1,78888889;1;-0,538466908191621
"1746353";-50,375;1,78888889;1;-0,322950978172898
"1748732";-67,275;1,77222222333333;1;-0,522878752518579
"1748743";-67,0916666666667;1,77222222333333;1;-0,707147287903577
"1751624";-75,625;1,75555555666667;7;0,325695699834629
"1751627";-75,575;1,75555555666667;1;-0,851336377953409
"1752344";-63,625;1,75555555666667;1;-0,0555173357460947
"1752494";-61,125;1,75555555666667;2;-0,989469160245751
"1753103";-50,975;1,75555555666667;2;0
"1755010";-75,7416666666667;1,73888889;1;-1,49474114105253
"1755017";-75,625;1,73888889;9;-0,0264826322291697
"1755533";-67,025;1,73888889;1;-0,925030418592675
"1758926";-67,025;1,72222222333333;1;-0,925030418592675
"1761799";-75,6916666666667;1,70555555666667;1;0
"1761803";-75,625;1,70555555666667;3;-0,692616974792274
"1762822";-58,6416666666667;1,70555555666667;1;-0,851336377953409
"1763337";-50,0583333333333;1,70555555666667;1;0,278431158893414
"1765196";-75,625;1,68888889;3;0,105413365463853
"1765201";-75,5416666666667;1,68888889;1;-0,0949869644640863
"1765215";-75,3083333333333;1,68888889;2;-0,479731053947843
"1766733";-50,0083333333333;1,68888889;2;-0,322950978172898
"1768574";-75,875;1,67222222333333;1;-1,26846823327917
"1768586";-75,675;1,67222222333333;4;-0,263490902948891
"1768588";-75,6416666666667;1,67222222333333;2;-0,501984735519503
"1768590";-75,6083333333333;1,67222222333333;2;-0,357721301822767
"1770011";-51,925;1,67222222333333;4;-0,247637498585336
"1770116";-50,175;1,67222222333333;1;-0,322950978172898
"1772579";-65,675;1,65555555666667;1;-0,851336377953409
"1772580";-65,6583333333333;1,65555555666667;2;-0,819201252611854
"1772965";-59,2416666666667;1,65555555666667;1;-0,283322691443687
"1772966";-59,225;1,65555555666667;1;-1,0101742884752
"1773002";-58,625;1,65555555666667;6;-0,358441808012859
"1773003";-58,6083333333333;1,65555555666667;1;-0,851336377953409
"1773509";-50,175;1,65555555666667;1;-0,322950978172898
"1775371";-75,6916666666667;1,63888889;3;-0,0611000749030704
"1775376";-75,6083333333333;1,63888889;9;-0,468743710505746
"1775377";-75,5916666666667;1,63888889;1;-1,15366353859475
"1775378";-75,575;1,63888889;1;-1,04126383512371
"1775895";-66,9583333333333;1,63888889;1;-1,0101742884752
"1776359";-59,225;1,63888889;1;-1,0101742884752
"1778769";-75,6083333333333;1,62222222333333;5;-0,287502211755459
"1778770";-75,5916666666667;1,62222222333333;3;-0,179845098847891
"1782144";-75,9083333333333;1,60555555666667;16;-0,179490909674323
"1782145";-75,8916666666667;1,60555555666667;7;-0,490383630892379
"1782146";-75,875;1,60555555666667;3;-0,122195847679762
"1782159";-75,6583333333333;1,60555555666667;1;0,230865070768871
"1782162";-75,6083333333333;1,60555555666667;9;-0,19538100400434
"1782679";-66,9916666666667;1,60555555666667;1;-1,0559547954723
"1785539";-75,875;1,58888889;1;-0,874087058521056
"1785557";-75,575;1,58888889;1;-0,455726023713707
"1786121";-66,175;1,58888889;3;-0,61620884097759
"1786581";-58,5083333333333;1,58888889;1;0,0713066572328061
"1789931";-59,225;1,57222222333333;4;0,397076224546641
"1789964";-58,675;1,57222222333333;1;-0,283322691443687
"1792349";-75,475;1,55555555666667;1;-1,27179103258792
"1792965";-65,2083333333333;1,55555555666667;3;-1,10277299844734
"1793324";-59,225;1,55555555666667;4;0,035133696853636
"1793325";-59,2083333333333;1,55555555666667;2;0,0427650717013772
"1795719";-75,8583333333333;1,53888889;7;-0,443249793582341
"1795727";-75,725;1,53888889;6;-0,488667223695006
"1795728";-75,7083333333333;1,53888889;7;-0,160433526092053
"1795732";-75,6416666666667;1,53888889;1;0,386147893231177
"1795734";-75,6083333333333;1,53888889;1;-0,90606834132946
"1795742";-75,475;1,53888889;24;-0,588301475581306
"1795933";-72,2916666666667;1,53888889;1;-0,837014750260428
"1796171";-68,325;1,53888889;1;-0,148741659844478
"1796322";-65,8083333333333;1,53888889;3;-0,323780089449922
"1796503";-62,7916666666667;1,53888889;6;0,429383771422365
"1796741";-58,825;1,53888889;6;-1,13202150229864
"1797223";-50,7916666666667;1,53888889;9;-0,682229790795345
"1799135";-75,475;1,52222222333333;1;-0,45756092449162
"1799222";-74,025;1,52222222333333;1;-0,837014750260428
"1799896";-62,7916666666667;1,52222222333333;1;-0,322950978172898
"1800110";-59,225;1,52222222333333;1;-0,582861703080335
"1800134";-58,825;1,52222222333333;5;-0,905127455924292
"1802516";-75,675;1,50555555666667;2;-0,0895648827991028
"1802517";-75,6583333333333;1,50555555666667;2;-0,074452043791799
"1802520";-75,6083333333333;1,50555555666667;1;-0,855360178723618
"1802525";-75,525;1,50555555666667;3;-0,515961691678766
"1803082";-66,2416666666667;1,50555555666667;2;-0,887750703897839
"1803536";-58,675;1,50555555666667;4;-0,932795199491642
"1803537";-58,6583333333333;1,50555555666667;1;-1,13444028198724
"1803542";-58,575;1,50555555666667;3;-0,851336377953409
"1804002";-50,9083333333333;1,50555555666667;1;-1,0101742884752
"1805914";-75,5916666666667;1,48888889;1;-0,100556292066231
"1806001";-74,1416666666667;1,48888889;1;-0,90606834132946
"1806458";-66,525;1,48888889;1;0,258799840148918
"1806787";-61,0416666666667;1,48888889;18;-0,739824435790541
"1806788";-61,025;1,48888889;10;-0,55675281278785
"1806789";-61,0083333333333;1,48888889;23;-0,386661546942437
"1810180";-61,0416666666667;1,47222222333333;4;-0,48743069469326
"1810181";-61,025;1,47222222333333;2;-0,354599322320781
"1810182";-61,0083333333333;1,47222222333333;5;-0,40288994846499
"1810192";-60,8416666666667;1,47222222333333;2;-1,44110228059522
"1810792";-50,8416666666667;1,47222222333333;1;0
"1812649";-76,4416666666667;1,45555555666667;2;-0,20533873711904
"1812682";-75,8916666666667;1,45555555666667;1;-0,749412741842538
"1812695";-75,675;1,45555555666667;1;-0,846872639932811
"1813253";-66,375;1,45555555666667;1;-0,598216403878995
"1813573";-61,0416666666667;1,45555555666667;5;-0,629053781497922
"1813574";-61,025;1,45555555666667;2;-0,630426477695138
"1813575";-61,0083333333333;1,45555555666667;5;-0,411155739116273
"1814242";-49,8916666666667;1,45555555666667;1;-0,318758757195732
"1816075";-75,8916666666667;1,43888889;1;-1,15366353859475
"1816076";-75,875;1,43888889;17;-0,654690208949408
"1816077";-75,8583333333333;1,43888889;2;-0,983147126858194
"1816078";-75,8416666666667;1,43888889;1;-0,45756092449162
"1816365";-71,0583333333333;1,43888889;2;-1,08087865650001
"1816682";-65,775;1,43888889;4;-1,03250282411573
"1816966";-61,0416666666667;1,43888889;2;-0,675565162906894
"1816967";-61,025;1,43888889;1;-0,713296001303841
"1816968";-61,0083333333333;1,43888889;2;-0,506069791553749
"1817510";-51,975;1,43888889;1;0,596134126404319
"1817578";-50,8416666666667;1,43888889;1;-0,283322691443687
"1817594";-50,575;1,43888889;3;0,254623395437627
"1819469";-75,875;1,42222222333333;1;0,51028096609208
"1819491";-75,5083333333333;1,42222222333333;2;0,0263600208002304
"1819904";-68,625;1,42222222333333;1;-0,795880017344075
"1820012";-66,825;1,42222222333333;1;-0,770125442108705
"1820037";-66,4083333333333;1,42222222333333;3;-0,957499010503397
"1820362";-60,9916666666667;1,42222222333333;2;-0,707147287903577
"1820371";-60,8416666666667;1,42222222333333;2;-0,30168912366491
"1820488";-58,8916666666667;1,42222222333333;5;0,0206463057469381
"1820903";-51,975;1,42222222333333;1;0,596134126404319
"1820969";-50,875;1,42222222333333;4;-0,380780692605241
"1820972";-50,825;1,42222222333333;1;0,9278580813355
"1820981";-50,675;1,42222222333333;1;0,278431158893414
"1822870";-75,7416666666667;1,40555555666667;1;-0,846872639932811
"1823161";-70,8916666666667;1,40555555666667;2;-0,948312006923666
"1823351";-67,725;1,40555555666667;8;-0,603171560433307
"1823477";-65,625;1,40555555666667;15;-1,02766925381599
"1823755";-60,9916666666667;1,40555555666667;1;-0,707147287903577
"1823883";-58,8583333333333;1,40555555666667;1;-1,26846823327917
"1826266";-75,6916666666667;1,38888889;2;-0,690862977166944
"1826718";-68,1583333333333;1,38888889;3;-0,946265759765167
"1827272";-58,925;1,38888889;2;0,260559038700696
"1827813";-49,9083333333333;1,38888889;1;-1,37341385374056
"1829711";-74,825;1,37222222333333;1;0,112403586443277
"1830384";-63,6083333333333;1,37222222333333;1;0,221326986686456
"1830397";-63,3916666666667;1,37222222333333;2;-0,260500249380098
"1830422";-62,975;1,37222222333333;1;-0,45756092449162
"1830515";-61,425;1,37222222333333;1;-0,283322691443687
"1830678";-58,7083333333333;1,37222222333333;14;-0,331778513573999
"1830860";-55,675;1,37222222333333;1;0,260071382258115
"1831157";-50,725;1,37222222333333;1;0,278431158893414
"1831166";-50,575;1,37222222333333;2;0,381935093156441
"1833027";-76,1083333333333;1,35555555666667;4;-0,124394952192832
"1833042";-75,8583333333333;1,35555555666667;2;0,250539863160227
"1833370";-70,3916666666667;1,35555555666667;2;-1,02571906179946
"1833423";-69,5083333333333;1,35555555666667;1;-0,823908743839615
"1834056";-58,9583333333333;1,35555555666667;5;-0,279595421075799
"1834067";-58,775;1,35555555666667;7;-0,895153776440974
"1834071";-58,7083333333333;1,35555555666667;8;-0,973594168006035
"1834096";-58,2916666666667;1,35555555666667;1;-0,851336377953409
"1834337";-54,275;1,35555555666667;2;-0,292513321421092
"1834544";-50,825;1,35555555666667;3;-0,948481733926837
"1836448";-75,6416666666667;1,33888889;3;-0,269125771182255
"1836669";-71,9583333333333;1,33888889;2;-1,03891428421851
"1836735";-70,8583333333333;1,33888889;1;-0,837014750260428
"1837001";-66,425;1,33888889;4;-0,980950620463282
"1837335";-60,8583333333333;1,33888889;6;0,198711375468106
"1837449";-58,9583333333333;1,33888889;1;-0,439729859079229
"1837459";-58,7916666666667;1,33888889;4;-0,742769305197256
"1837464";-58,7083333333333;1,33888889;1;-0,817075265073315
"1837972";-50,2416666666667;1,33888889;3;0,146973069379995
"1837976";-50,175;1,33888889;2;0,13659157411571
"1840062";-71,9583333333333;1,32222222333333;1;-1,15366353859475
"1840100";-71,325;1,32222222333333;2;-0,813563406394102
"1840149";-70,5083333333333;1,32222222333333;1;-0,837014750260428
"1840367";-66,875;1,32222222333333;3;-1,10921336188069
"1840842";-58,9583333333333;1,32222222333333;4;-0,546747040314697
"1840969";-56,8416666666667;1,32222222333333;1;-0,229147978788655
"1841206";-52,8916666666667;1,32222222333333;1;-0,356547314630516
"1841336";-50,725;1,32222222333333;1;0,0345990175635101
"1843177";-76,5916666666667;1,30555555666667;3;0,296176512615057
"1844269";-58,3916666666667;1,30555555666667;1;-0,851336377953409
"1846604";-76,025;1,28888889;1;0,230865070768871
"1846888";-71,2916666666667;1,28888889;6;-0,783698545025554
"1847461";-61,7416666666667;1,28888889;1;-0,707147287903577
"1847647";-58,6416666666667;1,28888889;13;-0,758197221165732
"1848050";-51,925;1,28888889;2;0,596134126404319
"1848158";-50,125;1,28888889;1;-0,322950978172898
"1850014";-75,7416666666667;1,27222222333333;7;-0,104675083657641
"1850345";-70,225;1,27222222333333;2;-0,989469160245751
"1850352";-70,1083333333333;1,27222222333333;10;-0,96509310798756
"1850867";-61,525;1,27222222333333;5;0,260518485686252
"1850900";-60,975;1,27222222333333;1;-1,81053601988658
"1850984";-59,575;1,27222222333333;1;-1,0101742884752
"1851037";-58,6916666666667;1,27222222333333;10;-0,708303455366857
"1851039";-58,6583333333333;1,27222222333333;1;-0,770125442108705
"1851042";-58,6083333333333;1,27222222333333;16;-0,667656287002408
"1851044";-58,575;1,27222222333333;3;-1,09348384704603
"1851540";-50,3083333333333;1,27222222333333;1;0,167736059908563
"1853408";-75,725;1,25555555666667;7;0,107889692085301
"1853737";-70,2416666666667;1,25555555666667;4;-0,808073242883668
"1853738";-70,225;1,25555555666667;5;-1,09552903253178
"1853740";-70,1916666666667;1,25555555666667;1;-0,851336377953409
"1853741";-70,175;1,25555555666667;4;-0,567901535809161
"1853742";-70,1583333333333;1,25555555666667;9;-0,891747792272066
"1853744";-70,125;1,25555555666667;2;-0,775314256833079
"1853747";-70,075;1,25555555666667;11;-0,966057359006485
"1854429";-58,7083333333333;1,25555555666667;3;-0,811035361420065
"1854431";-58,675;1,25555555666667;1;-1,09250422051824
"1854908";-50,725;1,25555555666667;2;-0,124361836940089
"1856749";-76,5916666666667;1,23888889;2;-0,462384774757916
"1856753";-76,525;1,23888889;2;0,441403520832092
"1856815";-75,4916666666667;1,23888889;1;-1,04126383512371
"1857063";-71,3583333333333;1,23888889;2;-1,03810698935873
"1857065";-71,325;1,23888889;7;-0,772760098550206
"1857131";-70,225;1,23888889;1;-0,851336377953409
"1857132";-70,2083333333333;1,23888889;1;-1,04126383512371
"1857335";-66,825;1,23888889;2;-1,76099009674485
"1860136";-76,6916666666667;1,22222222333333;1;0,104022631031512
"1860186";-75,8583333333333;1,22222222333333;8;-0,467309741008335
"1860200";-75,625;1,22222222333333;1;0,278431158893414
"1860524";-70,225;1,22222222333333;1;-1,26846823327917
"1860525";-70,2083333333333;1,22222222333333;1;-1,04126383512371
"1860526";-70,1916666666667;1,22222222333333;2;-0,91464553034351
"1860670";-67,7916666666667;1,22222222333333;1;0,562292851011193
"1860727";-66,8416666666667;1,22222222333333;1;-0,624999701783092
"1861675";-51,0416666666667;1,22222222333333;1;-0,924165029842268
"1863503";-77,125;1,20555555666667;1;1,3724544553548
"1863510";-77,0083333333333;1,20555555666667;1;0,110772677711042
"1863515";-76,925;1,20555555666667;1;-0,577268642305532
"1863528";-76,7083333333333;1,20555555666667;1;-1,15366353859475
"1863533";-76,625;1,20555555666667;13;0,220072274548955
"1863762";-72,8083333333333;1,20555555666667;2;-0,871052841832995
"1863916";-70,2416666666667;1,20555555666667;26;-0,611692069607478
"1863920";-70,175;1,20555555666667;1;-1,04126383512371
"1864603";-58,7916666666667;1,20555555666667;1;0,326036592338234
"1864793";-55,625;1,20555555666667;1;-0,0132282661814814
"1866905";-76,975;1,18888889;1;1,42651126136458
"1866913";-76,8416666666667;1,18888889;1;0,110772677711042
"1866924";-76,6583333333333;1,18888889;3;0,313070676279982
"1866926";-76,625;1,18888889;2;0,787083781798555
"1866984";-75,6583333333333;1,18888889;1;-0,577268642305532
"1867305";-70,3083333333333;1,18888889;3;-0,610149456366748
"1867311";-70,2083333333333;1,18888889;3;-0,847928797734551
"1867314";-70,1583333333333;1,18888889;1;-1,09250422051824
"1867315";-70,1416666666667;1,18888889;8;-0,711548147421828
"1868501";-50,375;1,18888889;2;0,13659157411571
"1870310";-76,775;1,17222222333333;1;-0,157621845541789
"1870318";-76,6416666666667;1,17222222333333;1;0,431590639976227
"1870319";-76,625;1,17222222333333;1;-1,15366353859475
"1870324";-76,5416666666667;1,17222222333333;5;0,343737074035954
"1870686";-70,5083333333333;1,17222222333333;3;-0,981940177702927
"1870705";-70,1916666666667;1,17222222333333;4;-1,09714495507018
"1870931";-66,425;1,17222222333333;1;-0,837014750260428
"1870932";-66,4083333333333;1,17222222333333;1;-0,924165029842268
"1871806";-51,8416666666667;1,17222222333333;1;-0,0705810666216871
"1873683";-77,1083333333333;1,15555555666667;2;-0,125134995229844
"1873942";-72,7916666666667;1,15555555666667;4;-0,943398837158655
"1874016";-71,5583333333333;1,15555555666667;7;-1,12867621483902
"1874060";-70,825;1,15555555666667;6;-0,639649005516659
"1874063";-70,775;1,15555555666667;4;-0,707555882155434
"1874877";-57,2083333333333;1,15555555666667;1;-0,90606834132946
"1877103";-76,6583333333333;1,13888889;4;-0,71634311572188
"1877104";-76,6416666666667;1,13888889;4;-0,413448844496814
"1877409";-71,5583333333333;1,13888889;1;-1,21142037867694
"1877410";-71,5416666666667;1,13888889;2;-1,24029879871803
"1877483";-70,325;1,13888889;15;-1,02866797193077
"1877494";-70,1416666666667;1,13888889;4;-1,06522981673837
"1880498";-76,625;1,12222222333333;3;0,312257536368718
"1880726";-72,825;1,12222222333333;12;-1,05328141039113
"1880727";-72,8083333333333;1,12222222333333;5;-0,66211486335204
"1880800";-71,5916666666667;1,12222222333333;3;-0,440987630981304
"1883893";-76,5916666666667;1,10555555666667;1;-1,27179103258792
"1884119";-72,825;1,10555555666667;1;-0,625598095073484
"1884857";-60,525;1,10555555666667;1;0,403120516026081
"1887275";-76,775;1,08888889;2;-0,544325926790285
"1887277";-76,7416666666667;1,08888889;1;-0,41067747423808
"1887279";-76,7083333333333;1,08888889;17;-0,618795315751423
"1887284";-76,625;1,08888889;11;0,278827861774205
"1887517";-72,7416666666667;1,08888889;12;-0,84173611730458
"1887519";-72,7083333333333;1,08888889;1;-0,544325926790285
"1887521";-72,675;1,08888889;7;-0,652510770335793
"1887522";-72,6583333333333;1,08888889;8;-0,801149956480143
"1887674";-70,125;1,08888889;2;-1,00249995827408
"1887675";-70,1083333333333;1,08888889;1;-0,625598095073484
"1887896";-66,425;1,08888889;9;-0,974947668976969
"1890670";-76,7416666666667;1,07222222333333;3;-0,428898626329834
"1890675";-76,6583333333333;1,07222222333333;1;0,431590639976227
"1890676";-76,6416666666667;1,07222222333333;1;-0,069594892889464
"1890677";-76,625;1,07222222333333;5;-0,336096458713818
"1890679";-76,5916666666667;1,07222222333333;1;-1,27179103258792
"1890688";-76,4416666666667;1,07222222333333;1;0,474696544326088
"1890908";-72,775;1,07222222333333;2;-0,837014750260428
"1890910";-72,7416666666667;1,07222222333333;2;-0,157621845541789
"1890911";-72,725;1,07222222333333;1;-1,0101742884752
"1890914";-72,675;1,07222222333333;4;-0,798120698909281
"1891069";-70,0916666666667;1,07222222333333;2;-0,312571954540067
"1891219";-67,5916666666667;1,07222222333333;2;0,0818017272280272
"1894034";-77,225;1,05555555666667;1;0,0127859290302869
"1894065";-76,7083333333333;1,05555555666667;2;0,757020625705843
"1894993";-61,2416666666667;1,05555555666667;1;-0,707147287903577
"1895315";-55,875;1,05555555666667;1;-0,397940008672038
"1897464";-76,6083333333333;1,03888889;2;-0,89052158388853
"1897468";-76,5416666666667;1,03888889;12;0,378370827402064
"1897695";-72,7583333333333;1,03888889;1;-0,817075265073315
"1897696";-72,7416666666667;1,03888889;1;-0,625598095073484
"1897767";-71,5583333333333;1,03888889;1;0,48917378971501
"1897769";-71,525;1,03888889;3;-0,692186668795918
"1897790";-71,175;1,03888889;5;-0,906109432350859
"1897848";-70,2083333333333;1,03888889;1;-1,04126383512371
"1897854";-70,1083333333333;1,03888889;1;-0,851336377953409
"1897855";-70,0916666666667;1,03888889;1;-0,851336377953409
"1898081";-66,325;1,03888889;1;0,257953388629053
"1900865";-76,475;1,02222222333333;2;-0,537382038249437
"1901348";-68,425;1,02222222333333;1;-0,013228267076934
"1901958";-58,2583333333333;1,02222222333333;1;-0,932422237834673
"1904554";-71,5416666666667;1,00555555666667;2;-1,00876731955546
"1904621";-70,425;1,00555555666667;4;-0,878702359641435
"1907935";-71,7416666666667;0,98888889;2;-1,09250422051824
"1907939";-71,675;0,98888889;2;-0,454527638951094
"1907959";-71,3416666666667;0,98888889;4;-0,880598117612486
"1907970";-71,1583333333333;0,98888889;16;-0,983583564388181
"1907997";-70,7083333333333;0,98888889;2;-0,544325926790285
"1908270";-66,1583333333333;0,98888889;1;0,110772677711042
"1911329";-71,725;0,972222223333334;5;-1,1104003124448
"1911479";-69,225;0,972222223333334;1;-0,790112062527776
"1912566";-51,1083333333333;0,972222223333334;1;-0,443697485962604
"1914755";-71,175;0,955555556666667;5;-1,4719713714971
"1914995";-67,175;0,955555556666667;4;-0,88703812892084
"1915223";-63,375;0,955555556666667;2;-0,41067747423808
"1918056";-72,7083333333333;0,938888889999999;3;-0,94256434637187
"1918112";-71,775;0,938888889999999;4;-1,05650623938494
"1918120";-71,6416666666667;0,938888889999999;1;0,48917378971501
"1918121";-71,625;0,938888889999999;2;-0,766117039798735
"1918122";-71,6083333333333;0,938888889999999;1;-1,09250422051824
"1918152";-71,1083333333333;0,938888889999999;2;-1,05133925449672
"1918442";-66,275;0,938888889999999;1;0,386147893231177
"1918614";-63,4083333333333;0,938888889999999;1;-1,09250422051824
"1918617";-63,3583333333333;0,938888889999999;1;-0,41067747423808
"1921446";-72,7583333333333;0,922222223333334;5;-1,07535171290898
"1921545";-71,1083333333333;0,922222223333334;3;-1,00211128820791
"1921776";-67,2583333333333;0,922222223333334;21;-1,16276042634334
"1921778";-67,225;0,922222223333334;2;-0,925030418592675
"1921836";-66,2583333333333;0,922222223333334;1;0,257953388629053
"1922151";-61,0083333333333;0,922222223333334;1;-1,04575750021166
"1924634";-76,175;0,905555556666666;9;-0,130640050033318
"1924635";-76,1583333333333;0,905555556666666;5;-0,947135785975613
"1924907";-71,625;0,905555556666666;1;-1,13444028198724
"1924908";-71,6083333333333;0,905555556666666;2;-1,32173241974157
"1924909";-71,5916666666667;0,905555556666666;2;-1,26758391041894
"1925240";-66,075;0,905555556666666;1;-0,41067747423808
"1925242";-66,0416666666667;0,905555556666666;2;-0,41067747423808
"1925403";-63,3583333333333;0,905555556666666;2;-0,772081019082002
"1928037";-76,0083333333333;0,88888889;1;0,757020625705843
"1928301";-71,6083333333333;0,88888889;1;-1,26758391041894
"1928302";-71,5916666666667;0,88888889;1;-1,09250422051824
"1928337";-71,0083333333333;0,88888889;1;-0,837014750260428
"1928389";-70,1416666666667;0,88888889;1;-0,790112062527776
"1928622";-66,2583333333333;0,88888889;6;-0,296789366086938
"1929396";-53,3583333333333;0,88888889;4;-0,300441114709599
"1929467";-52,175;0,88888889;1;0,48917378971501
"1929476";-52,025;0,88888889;4;-0,838443630019786
"1932015";-66,2583333333333;0,872222223333333;1;-0,577268642305532
"1932189";-63,3583333333333;0,872222223333333;2;-0,518137784655782
"1932789";-53,3583333333333;0,872222223333333;3;-0,176287698061924
"1935015";-72,8083333333333;0,855555556666667;1;-0,837014750260428
"1935123";-71,0083333333333;0,855555556666667;2;-0,32329962984963
"1935401";-66,375;0,855555556666667;1;0,386147893231177
"1935413";-66,175;0,855555556666667;2;-1,49011030216226
"1935414";-66,1583333333333;0,855555556666667;6;-1,1136927723241
"1935425";-65,975;0,855555556666667;4;-0,722500892226176
"1935426";-65,9583333333333;0,855555556666667;5;-1,12992601985345
"1935581";-63,375;0,855555556666667;9;-0,72290212522474
"1935582";-63,3583333333333;0,855555556666667;7;-0,570644564177304
"1936313";-51,175;0,855555556666667;1;0,0810620292722578
