"";"x";"y";"count";"LogSoilmean"
"876941";-63,775;6,05555555666667;2;0,336134295800481
"880521";-60,6583333333333;6,03888889;2;-0,631206475173739
"880522";-60,6416666666667;6,03888889;7;-0,720046233281277
"880523";-60,625;6,03888889;1;-0,735362349015247
"880618";-59,0416666666667;6,03888889;1;-0,851336377953409
"880698";-57,7083333333333;6,03888889;2;0,941367710723441
"890677";-61,0416666666667;5,98888889;1;-0,625598095073484
"894221";-58,525;5,97222222333333;1;0,0596762054883625
"897488";-60,625;5,95555555666667;2;-0,899825754210908
"897492";-60,5583333333333;5,95555555666667;2;-1,26599754104103
"897523";-60,0416666666667;5,95555555666667;1;-1,14656168234199
"897532";-59,8916666666667;5,95555555666667;1;-0,283322691443687
"900782";-62,275;5,93888889;2;-0,550198978258501
"900783";-62,2583333333333;5,93888889;6;-0,8264199834394
"904046";-64,425;5,92222222333333;3;0,454970014763466
"904160";-62,525;5,92222222333333;1;-0,41067747423808
"904176";-62,2583333333333;5,92222222333333;8;-0,779389554792738
"904178";-62,225;5,92222222333333;1;-1,27179103258792
"904179";-62,2083333333333;5,92222222333333;5;-0,707235495414314
"907436";-64,475;5,90555555666667;4;0,0824278959216935
"907569";-62,2583333333333;5,90555555666667;24;-0,504989344287436
"907577";-62,125;5,90555555666667;1;-0,157621845541789
"907578";-62,1083333333333;5,90555555666667;1;-0,157621845541789
"907602";-61,7083333333333;5,90555555666667;1;-0,598216403878995
"907668";-60,6083333333333;5,90555555666667;1;-0,790112062527776
"911060";-60,625;5,88888889;1;-0,625598095073484
"911091";-60,1083333333333;5,88888889;1;-0,544325926790285
"914221";-64,4916666666667;5,87222222333333;6;-0,774672719438274
"914369";-62,025;5,87222222333333;1;-0,41067747423808
"914370";-62,0083333333333;5,87222222333333;2;-0,908058479689105
"914453";-60,625;5,87222222333333;2;-0,524437266574974
"914456";-60,575;5,87222222333333;1;-1,13444028198724
"914642";-57,475;5,87222222333333;2;0,386147893231177
"917439";-67,4083333333333;5,85555555666667;2;0,103127816505753
"917732";-62,525;5,85555555666667;2;-0,739472444088135
"917762";-62,025;5,85555555666667;1;-1,27179103258792
"917818";-61,0916666666667;5,85555555666667;1;-0,790112062527776
"917821";-61,0416666666667;5,85555555666667;1;0,441403520832092
"917872";-60,1916666666667;5,85555555666667;1;-0,544325926790285
"917874";-60,1583333333333;5,85555555666667;2;-0,204711781488386
"921212";-61,075;5,83888889;1;-1,09250422051824
"921213";-61,0583333333333;5,83888889;1;1,24007587882082
"921214";-61,0416666666667;5,83888889;1;1,10769730228684
"921238";-60,6416666666667;5,83888889;1;-0,924165029842268
"924260";-66,825;5,82222222333333;6;-0,116234982634465
"924599";-61,175;5,82222222333333;1;-0,577268642305532
"924601";-61,1416666666667;5,82222222333333;1;0,431590639976227
"924602";-61,125;5,82222222333333;6;-1,16822699541617
"924656";-60,225;5,82222222333333;1;-0,892855200042785
"924960";-55,1583333333333;5,82222222333333;3;-0,353969677968525
"927908";-62,575;5,80555555666667;1;-0,41067747423808
"927996";-61,1083333333333;5,80555555666667;2;-0,63712172773556
"928001";-61,025;5,80555555666667;3;-0,629866236260026
"928355";-55,125;5,80555555666667;1;0,386147893231177
"931383";-61,2083333333333;5,78888889;1;-0,851336377953409
"931393";-61,0416666666667;5,78888889;2;0,49354329986093
"934786";-61,0416666666667;5,77222222333333;1;0,856419637269798
"934832";-60,275;5,77222222333333;3;-0,652873500865813
"934833";-60,2583333333333;5,77222222333333;7;-0,812036466241523
"938090";-62,525;5,75555555666667;1;-0,41067747423808
"938133";-61,8083333333333;5,75555555666667;1;-1,14656168234199
"938134";-61,7916666666667;5,75555555666667;1;-0,59030760841569
"938207";-60,575;5,75555555666667;1;-0,0243348630798231
"941267";-66,125;5,73888889;1;-1,63912570205492
"941413";-63,6916666666667;5,73888889;1;-1,14656168234199
"941483";-62,525;5,73888889;3;-0,700466032878438
"941567";-61,125;5,73888889;1;-0,707147287903577
"944780";-64,125;5,72222222333333;10;-0,866437340481205
"944781";-64,1083333333333;5,72222222333333;3;-1,06458065721835
"944858";-62,825;5,72222222333333;1;-0,707147287903577
"945010";-60,2916666666667;5,72222222333333;1;-0,625598095073484
"945019";-60,1416666666667;5,72222222333333;1;-1,63913988203928
"945020";-60,125;5,72222222333333;1;-1,63913988203928
"945150";-57,9583333333333;5,72222222333333;2;-0,748629675215676
"945155";-57,875;5,72222222333333;1;0,414973347970818
"945290";-55,625;5,72222222333333;1;-0,851336377953409
"948053";-66,125;5,70555555666667;3;-0,997040402722192
"948404";-60,275;5,70555555666667;1;-0,707147287903577
"951426";-66,4583333333333;5,68888889;1;-0,341821217636447
"951443";-66,175;5,68888889;1;-0,439729859079229
"951444";-66,1583333333333;5,68888889;10;0,0746412545139505
"951445";-66,1416666666667;5,68888889;8;-0,54393907158717
"951446";-66,125;5,68888889;6;-1,0658641839345
"951566";-64,125;5,68888889;1;-0,707147287903577
"951746";-61,125;5,68888889;1;-0,707147287903577
"951771";-60,7083333333333;5,68888889;2;-0,635895516293962
"951772";-60,6916666666667;5,68888889;1;-0,41067747423808
"951773";-60,675;5,68888889;5;-0,874094389358826
"951800";-60,225;5,68888889;11;-0,947538755643722
"951801";-60,2083333333333;5,68888889;1;-1,63913988203928
"952063";-55,8416666666667;5,68888889;2;-0,296904893568325
"954749";-67,625;5,67222222333333;4;-0,141914310584161
"954838";-66,1416666666667;5,67222222333333;1;-0,0243348630798231
"955059";-62,4583333333333;5,67222222333333;1;-0,598216403878995
"955178";-60,475;5,67222222333333;1;-0,749412741842538
"955190";-60,275;5,67222222333333;2;0,355564119238119
"955193";-60,225;5,67222222333333;4;-1,18001022067469
"955194";-60,2083333333333;5,67222222333333;3;-0,781432681183059
"958352";-64,125;5,65555555666667;1;-1,45461002509645
"961625";-66,125;5,63888889;8;-0,461719669792578
"961627";-66,0916666666667;5,63888889;7;-0,492126158943505
"961745";-64,125;5,63888889;1;-1,14656168234199
"961748";-64,075;5,63888889;1;-1,14656168234199
"961841";-62,525;5,63888889;4;-0,432889834883375
"961919";-61,225;5,63888889;1;0,431590639976227
"965369";-60,275;5,62222222333333;1;-0,770125442108705
"965531";-57,575;5,62222222333333;1;-0,283322691443687
"968321";-67,625;5,60555555666667;1;0,258799840148918
"968322";-67,6083333333333;5,60555555666667;1;-0,100556292066231
"968762";-60,275;5,60555555666667;1;-0,770125442108705
"968866";-58,5416666666667;5,60555555666667;1;-0,851336377953409
"971736";-67,2583333333333;5,58888889;4;-0,924615011574927
"971802";-66,1583333333333;5,58888889;2;0,441628402506571
"972036";-62,2583333333333;5,58888889;1;-0,749412741842538
"975413";-62,525;5,57222222333333;2;-0,609986320310114
"975549";-60,2583333333333;5,57222222333333;2;-0,207562821585886
"975570";-59,9083333333333;5,57222222333333;4;-1,58105853133957
"975933";-53,8583333333333;5,57222222333333;1;-0,851336377953409
"978505";-67,5416666666667;5,55555555666667;1;0,258799840148918
"978530";-67,125;5,55555555666667;9;-0,659603841403778
"978699";-64,3083333333333;5,55555555666667;3;-0,597237160228736
"978900";-60,9583333333333;5,55555555666667;1;-0,41067747423808
"982295";-60,925;5,53888889;1;0,711128238476238
"982297";-60,8916666666667;5,53888889;3;-0,591524121053192
"982307";-60,725;5,53888889;1;-0,240667530239135
"982728";-53,7083333333333;5,53888889;1;-0,851336377953409
"986131";-53,5416666666667;5,52222222333333;2;-0,818415073654263
"988706";-67,175;5,50555555666667;1;-1,0559547954723
"988742";-66,575;5,50555555666667;1;-0,562015711522451
"988761";-66,2583333333333;5,50555555666667;1;-1,27179103258792
"988821";-65,2583333333333;5,50555555666667;1;-1,49474114105253
"988862";-64,575;5,50555555666667;1;-0,240667530239135
"992271";-64,3083333333333;5,48888889;1;-0,283322691443687
"992654";-57,925;5,48888889;1;-1,87225838535557
"995885";-60,625;5,47222222333333;1;-0,790112062527776
"995918";-60,075;5,47222222333333;4;-1,0097702962911
"996242";-54,675;5,47222222333333;1;-0,932422237834673
"998863";-67,5416666666667;5,45555555666667;2;-0,332682594846675
"999281";-60,575;5,45555555666667;1;-0,598216403878995
"999284";-60,525;5,45555555666667;1;-1,13444028198724
"999311";-60,075;5,45555555666667;1;-0,707147287903577
"1002662";-60,775;5,43888889;1;-0,439729859079229
"1002674";-60,575;5,43888889;1;-0,598216403878995
"1002782";-58,775;5,43888889;4;-0,582783473643255
"1002783";-58,7583333333333;5,43888889;1;-0,932422237834673
"1003124";-53,075;5,43888889;1;-0,283322691443687
"1006073";-60,475;5,42222222333333;1;0,431590639976227
"1009038";-67,6083333333333;5,40555555666667;1;0,278431158893414
"1009332";-62,7083333333333;5,40555555666667;2;-1,21702519023904
"1009497";-59,9583333333333;5,40555555666667;1;-1,15366353859475
"1009538";-59,275;5,40555555666667;1;-0,924165029842268
"1009846";-54,1416666666667;5,40555555666667;2;-0,616641519204996
"1012889";-59,975;5,38888889;2;-0,32678031089361
"1012940";-59,125;5,38888889;1;0,258799840148918
"1013305";-53,0416666666667;5,38888889;1;-0,790112062527776
"1013307";-53,0083333333333;5,38888889;2;-0,748629675215676
"1015828";-67,5416666666667;5,37222222333333;1;0,258799840148918
"1016268";-60,2083333333333;5,37222222333333;2;-0,283322691443687
"1016270";-60,175;5,37222222333333;1;-1,81053601988658
"1016283";-59,9583333333333;5,37222222333333;1;0
"1016311";-59,4916666666667;5,37222222333333;3;-1,0754240920534
"1016347";-58,8916666666667;5,37222222333333;1;0,431590639976227
"1016393";-58,125;5,37222222333333;1;-0,790112062527776
"1016394";-58,1083333333333;5,37222222333333;1;-0,790112062527776
"1016581";-54,9916666666667;5,37222222333333;1;-0,851336377953409
"1016699";-53,025;5,37222222333333;1;-0,851336377953409
"1016702";-52,975;5,37222222333333;1;-0,598216403878995
"1019211";-67,7083333333333;5,35555555666667;1;0,258799840148918
"1019628";-60,7583333333333;5,35555555666667;1;-0,924165029842268
"1019726";-59,125;5,35555555666667;1;-0,0506824909947755
"1020026";-54,125;5,35555555666667;1;-0,851336377953409
"1023070";-59,9416666666667;5,33888889;1;-1,13444028198724
"1023071";-59,925;5,33888889;1;0,711128238476238
"1023115";-59,1916666666667;5,33888889;1;-0,932422237834673
"1023146";-58,675;5,33888889;8;-0,786579278106657
"1023147";-58,6583333333333;5,33888889;1;0,167736059908563
"1023156";-58,5083333333333;5,33888889;7;-0,673899498349717
"1023176";-58,175;5,33888889;2;-0,339053042304866
"1023485";-53,025;5,33888889;1;-0,851336377953409
"1026174";-64,7583333333333;5,32222222333333;1;-0,924165029842268
"1026255";-63,4083333333333;5,32222222333333;1;-1,26846823327917
"1026316";-62,3916666666667;5,32222222333333;1;-0,924165029842268
"1026397";-61,0416666666667;5,32222222333333;24;-0,538672020102446
"1026464";-59,925;5,32222222333333;1;0,711128238476238
"1026489";-59,5083333333333;5,32222222333333;2;-0,00244576627513673
"1026505";-59,2416666666667;5,32222222333333;2;-1,40234031159512
"1026542";-58,625;5,32222222333333;8;-0,515403898920065
"1026548";-58,525;5,32222222333333;4;-0,0338726962862352
"1029483";-66,1583333333333;5,30555555666667;1;0,416364501338556
"1029614";-63,975;5,30555555666667;9;-0,722624252680678
"1029724";-62,1416666666667;5,30555555666667;1;0,0127859290302869
"1029903";-59,1583333333333;5,30555555666667;1;-0,851336377953409
"1029908";-59,075;5,30555555666667;1;-1,4580275374899
"1030215";-53,9583333333333;5,30555555666667;1;1,06397673942718
"1030275";-52,9583333333333;5,30555555666667;1;-0,851336377953409
"1033199";-60,775;5,28888889;2;0,0871444429032025
"1033662";-53,0583333333333;5,28888889;1;-0,707147287903577
"1033663";-53,0416666666667;5,28888889;1;-0,45756092449162
"1036594";-60,7416666666667;5,27222222333333;1;0,711128238476238
"1036668";-59,5083333333333;5,27222222333333;1;-1,09250422051824
"1037056";-53,0416666666667;5,27222222333333;5;-0,771031965904928
"1037061";-52,9583333333333;5,27222222333333;1;-1,09250422051824
"1039565";-67,775;5,25555555666667;1;-0,837014750260428
"1039872";-62,6583333333333;5,25555555666667;1;-0,299461791307409
"1039987";-60,7416666666667;5,25555555666667;2;-0,496769588659207
"1040067";-59,4083333333333;5,25555555666667;1;-0,283322691443687
"1040083";-59,1416666666667;5,25555555666667;1;-0,851336377953409
"1040288";-55,725;5,25555555666667;1;-0,0969100130080564
"1040456";-52,925;5,25555555666667;4;-1,09524112586667
"1043057";-66,125;5,23888889;1;0,0596762054883625
"1046850";-59,4583333333333;5,22222222333333;1;-1,34154615995983
"1046871";-59,1083333333333;5,22222222333333;1;0,258799840148918
"1047173";-54,075;5,22222222333333;1;-0,45756092449162
"1050083";-62,125;5,20555555666667;1;-1,18098355420175
"1050166";-60,7416666666667;5,20555555666667;1;-0,59030760841569
"1050242";-59,475;5,20555555666667;3;-0,438722414517928
"1050243";-59,4583333333333;5,20555555666667;2;-0,206829482169112
"1050260";-59,175;5,20555555666667;2;0,856419637269798
"1053618";-59,7583333333333;5,18888889;1;-0,851336377953409
"1053635";-59,475;5,18888889;9;-0,510070313010804
"1053636";-59,4583333333333;5,18888889;1;0,257953388629053
"1053655";-59,1416666666667;5,18888889;1;-0,707147287903577
"1054019";-53,075;5,18888889;1;0,0159751406904872
"1056869";-62,125;5,17222222333333;1;-0,41067747423808
"1056870";-62,1083333333333;5,17222222333333;2;-0,217506168658951
"1056983";-60,225;5,17222222333333;4;-0,893211842218321
"1056986";-60,175;5,17222222333333;1;-0,735362349015247
"1057010";-59,775;5,17222222333333;1;-0,41067747423808
"1057028";-59,475;5,17222222333333;9;-0,522806596098914
"1060122";-64,4583333333333;5,15555555666667;6;-0,916258715607011
"1060421";-59,475;5,15555555666667;1;-0,598216403878995
"1060442";-59,125;5,15555555666667;1;-0,544325926790285
"1063487";-64,925;5,13888889;1;-0,37913651383481
"1063495";-64,7916666666667;5,13888889;1;-0,37913651383481
"1063523";-64,325;5,13888889;1;-0,811406490905277
"1064078";-55,075;5,13888889;1;0,0713066572328061
"1064079";-55,0583333333333;5,13888889;1;0,278431158893414
"1067187";-59,8083333333333;5,12222222333333;1;-0,577268642305532
"1067617";-52,6416666666667;5,12222222333333;2;0,727272594266262
"1070316";-64,2083333333333;5,10555555666667;5;-0,819573669247916
"1070570";-59,975;5,10555555666667;3;-0,273170134412477
"1070571";-59,9583333333333;5,10555555666667;3;-1,02933428563741
"1070590";-59,6416666666667;5,10555555666667;1;-0,625598095073484
"1073522";-67,325;5,08888889;1;0
"1073523";-67,3083333333333;5,08888889;2;-0,516414007514939
"1073960";-60,025;5,08888889;5;-0,700483686352223
"1073963";-59,975;5,08888889;3;-0,888972058826574
"1073973";-59,8083333333333;5,08888889;2;-0,996042236963004
"1074401";-52,675;5,08888889;1;-0,851336377953409
"1076916";-67,3083333333333;5,07222222333333;5;-0,437422003903617
"1077134";-63,675;5,07222222333333;1;0,51028096609208
"1077353";-60,025;5,07222222333333;1;-0,478990621922596
"1077356";-59,975;5,07222222333333;1;-0,625598095073484
"1077357";-59,9583333333333;5,07222222333333;3;-0,723409762206062
"1077362";-59,875;5,07222222333333;7;-0,568938473337784
"1077363";-59,8583333333333;5,07222222333333;1;0,711128238476238
"1077375";-59,6583333333333;5,07222222333333;1;0,0596762054883625
"1077376";-59,6416666666667;5,07222222333333;1;-1,45461002509645
"1077792";-52,7083333333333;5,07222222333333;2;-0,870620147457791
"1080754";-59,8916666666667;5,05555555666667;3;-0,517922926861599
"1080755";-59,875;5,05555555666667;5;-0,0131481839402709
"1080760";-59,7916666666667;5,05555555666667;1;0
"1081102";-54,0916666666667;5,05555555666667;2;-1,15468195772166
"1081165";-53,0416666666667;5,05555555666667;1;-0,851336377953409
"1084147";-59,8916666666667;5,03888889;7;-0,186499100246873
"1084493";-54,125;5,03888889;2;-0,872095788998097
"1084496";-54,075;5,03888889;3;-1,37056271340894
"1087540";-59,8916666666667;5,02222222333333;1;0,0596762054883625
"1087616";-58,625;5,02222222333333;10;-0,724622849772607
"1087985";-52,475;5,02222222333333;2;-0,00431599584190711
"1090948";-59,6416666666667;5,00555555666667;1;-0,924165029842268
"1094030";-64,825;4,98888889;2;0,373686065286761
"1094031";-64,8083333333333;4,98888889;17;-0,408447881109323
"1094250";-61,1583333333333;4,98888889;4;-0,820400435162538
"1094312";-60,125;4,98888889;4;-0,480326394625106
"1094313";-60,1083333333333;4,98888889;2;-0,448885351015964
"1097393";-65,325;4,97222222333333;1;0,51028096609208
"1100873";-63,875;4,95555555666667;2;-1,24405392115091
"1101395";-55,175;4,95555555666667;14;-0,461930682460858
"1101523";-53,0416666666667;4,95555555666667;1;-0,439729859079229
"1104605";-58,225;4,93888889;1;0,386147893231177
"1104786";-55,2083333333333;4,93888889;4;-1,06994009970821
"1104788";-55,175;4,93888889;5;0,235161994577986
"1104959";-52,325;4,93888889;1;-0,562015711522451
"1104960";-52,3083333333333;4,93888889;2;0,504460055303879
"1108181";-55,175;4,92222222333333;1;-0,582861703080335
"1110870";-66,9083333333333;4,90555555666667;1;-1,27179103258792
"1111361";-58,725;4,90555555666667;1;-1,0101742884752
"1111627";-54,2916666666667;4,90555555666667;2;-0,124361836940089
"1111747";-52,2916666666667;4,90555555666667;1;0,9278580813355
"1117623";-67,4583333333333;4,87222222333333;3;-1,08110195081459
"1118519";-52,525;4,87222222333333;1;-0,283322691443687
"1118529";-52,3583333333333;4,87222222333333;4;-0,388165636589736
"1121312";-62,525;4,85555555666667;1;-0,707147287903577
"1121879";-53,075;4,85555555666667;12;-0,0406836538224987
"1121880";-53,0583333333333;4,85555555666667;2;0,859950420383803
"1121922";-52,3583333333333;4,85555555666667;1;-0,506131427755153
"1121924";-52,325;4,85555555666667;1;-1,03151233108068
"1124792";-61,075;4,83888889;1;-0,874087058521056
"1125006";-57,5083333333333;4,83888889;1;0,0713066572328061
"1125179";-54,625;4,83888889;3;0,245897743829669
"1125262";-53,2416666666667;4,83888889;3;-0,973053806676794
"1125305";-52,525;4,83888889;3;-1,04560566956893
"1125314";-52,375;4,83888889;1;-0,924165029842268
"1125315";-52,3583333333333;4,83888889;1;-0,283322691443687
"1127975";-64,575;4,82222222333333;1;-1,27179103258792
"1128406";-57,3916666666667;4,82222222333333;1;-0,851336377953409
"1128572";-54,625;4,82222222333333;4;-0,772275499571751
"1128573";-54,6083333333333;4,82222222333333;1;-0,924165029842268
"1128574";-54,5916666666667;4,82222222333333;1;0,221326986686456
"1128653";-53,275;4,82222222333333;1;-0,851336377953409
